"fecha"	"dia"	"mes"	"ano"	"diasem"	"dem"	"temp"	"dem1"	"dem2"	"dem3"	"dem4"	"dem5"	"dem6"	"dem7"	"dem8"	"dem9"	"dem10"	"dem11"	"dem12"	"dem13"	"dem14"	"dem15"	"dem16"	"dem17"	"dem18"	"dem19"	"dem20"	"dem21"	"dem22"	"dem23"	"dem24"
20221024	24	10	2022	2	612	25.11	20834	20042	19404	19123	19261	19984	22607	25952	27860	28131	28163	28147	28127	28001	27747	27281	27278	27443	27628	29106	30459	29142	26213	23839
20221025	25	10	2022	3	630	26.6	22733	21716	20944	20618	20530	20998	23224	26540	28230	28406	28566	28596	28900	29119	28552	27926	27723	27971	28051	29491	30551	29533	26559	24121
20221026	26	10	2022	4	633	27.19	22939	22022	21323	20900	20803	21345	23537	26818	28596	28773	28864	28863	29047	29027	28512	28036	28038	28058	27867	29444	30576	29279	26330	24108
20221027	27	10	2022	5	630	26.75	22907	21858	21226	20847	20660	21136	23488	26737	28445	28627	28520	28438	28530	28779	28360	27723	27855	27893	27895	29232	30488	29334	26438	24086
20221028	28	10	2022	6	617	25.58	22806	21678	20915	20649	20471	20991	23340	26558	28234	28206	28154	28260	28328	28406	27944	27166	27016	27029	26953	28230	29009	27866	25210	23298
20221029	29	10	2022	7	539	24.96	22155	20989	20179	19700	19429	19243	20011	21030	22407	23308	24192	24233	24013	24395	23959	22867	22447	22427	22764	24274	25147	24949	23153	21561
20221030	30	10	2022	1	502	22.5	20483	19307	18302	17842	17708	17870	18347	18922	19649	21060	21753	21849	22081	22623	22277	21346	20880	21215	22936	24020	24398	23939	22092	20622
20221031	31	10	2022	2	556	22.48	19485	18672	18131	17753	17766	18382	20338	22139	23648	24813	25313	25332	25763	26450	26350	25321	25018	25233	26235	26680	26550	25511	23358	21629
20221101	1	11	2022	3	508	23	20694	19716	19007	18623	18418	18411	18804	19325	19665	20768	21414	21648	21654	22360	22246	21391	21069	21333	23282	24632	25061	24563	22978	21425
20221102	2	11	2022	4	601	23.09	20496	19587	18935	18709	18896	19676	22508	25574	26954	26850	26650	26638	26914	27182	27488	27088	27183	27612	28628	29531	29776	28571	25834	23629
20221103	3	11	2022	5	621	21.86	22550	21537	20987	20627	20533	21029	23394	26298	27546	27987	27940	28114	28413	28495	28206	27444	27115	27459	28809	29420	29517	28272	25739	23568
20221104	4	11	2022	6	617	20.65	22716	21639	20869	20533	20586	21106	23516	26372	27659	27874	27848	27766	27861	27861	27439	26928	27082	27319	28686	29247	29173	28025	25639	23657
20221105	5	11	2022	7	541	20.63	22436	21245	20362	19925	19655	19658	20141	20906	21903	23253	23889	23566	23682	24121	23674	22826	22451	22498	24368	25086	25403	24997	23253	21613
20221106	6	11	2022	1	502	22.73	20376	19249	18441	18043	17763	17770	18219	18497	18718	19936	21056	21609	21707	22256	22299	21515	21006	21200	23267	24384	25123	24740	23341	21659
20221107	7	11	2022	2	606	21.68	20388	19385	18842	18587	18689	19513	22439	25852	26987	27008	27116	27236	27403	27598	27564	26947	27183	27548	29137	30070	30361	29138	26482	24178
20221108	8	11	2022	3	633	21.8	22943	21778	21017	20692	20688	21212	23630	26814	27967	28345	28373	28371	28361	29323	28911	28241	28081	28348	29645	30141	30537	29284	26527	24189
20221109	9	11	2022	4	628	21.09	22963	21816	21031	20779	20779	21283	23599	26526	27736	28049	28218	28633	28665	28643	28236	27572	27391	27781	29131	29694	30032	28962	26353	24082
20221110	10	11	2022	5	628	20.92	23088	21803	21046	20709	20780	21438	23850	26945	28075	28358	28180	27960	28016	28286	27938	27674	27414	26993	28206	30021	30436	29319	26949	24708
20221111	11	11	2022	6	624	20.71	23281	22106	21459	21020	21110	21652	23921	27067	28248	28531	28604	28652	28797	28889	28585	27754	27480	27699	29017	21959	29504	28572	26106	24214
20221112	12	11	2022	7	559	22.09	23063	21864	20850	20304	19985	19856	20482	21380	22371	24130	25037	24971	24907	25399	24904	23941	23485	23601	25251	25725	25956	25485	23727	21972
20221113	13	11	2022	1	513	21.49	20795	19594	18774	18193	18060	18086	18590	19036	19464	20776	21903	22064	22057	22593	22612	21792	21530	22105	23960	24870	25471	25241	23697	21853
20221114	14	11	2022	2	621	20.58	20681	19634	19080	18981	19003	19795	22714	26334	27804	28115	28183	28242	28576	28874	28763	28354	28044	28440	29712	30322	30665	29458	26656	24263
20221115	15	11	2022	3	640	20.89	23139	22032	21009	20726	20679	21398	23769	27023	28329	28818	29029	29077	29309	29381	28909	28403	28556	28746	29990	30507	30812	29538	26703	24372
20221116	16	11	2022	4	646	20.08	23220	22039	21199	20804	20814	21525	24005	27262	28569	29020	29132	29200	29692	29880	29629	28979	28715	28973	30154	30538	31014	29829	26972	24576
20221117	17	11	2022	5	650	21.69	23558	22410	21607	21224	21287	21950	24376	27767	29033	29175	29181	29173	29389	29477	29254	28563	28602	28995	30387	30815	31186	29974	27291	24856
20221118	18	11	2022	6	643	16.88	23757	22543	21771	21364	21295	21854	24132	27349	28640	29421	29679	29715	29884	29748	28990	28142	27823	28199	29475	29872	29899	28851	26412	24339
20221119	19	11	2022	7	576	15.66	23471	22235	21185	20494	20191	20191	20796	21879	22947	24623	25562	25512	25460	25948	25810	24899	24510	24801	26462	26910	27143	26742	24902	23019
20221120	20	11	2022	1	534	17.95	21678	20325	19335	18763	18534	18452	18941	19510	19958	21532	22682	22994	23164	23821	23880	22851	22422	22826	25008	25946	26845	26589	24944	22961
20221121	21	11	2022	2	654	18.74	21494	20345	19628	19401	19438	20263	23326	27124	28795	29685	30057	30405	30837	31404	31090	30046	29790	30259	31516	31935	32297	31195	28201	25436
20221122	22	11	2022	3	679	16.58	23856	22503	21711	21413	21253	21977	24461	28229	30362	30847	31023	31249	31361	31794	31510	30914	30675	31038	31943	32405	32693	31744	28696	25835
20221123	23	11	2022	4	671	20.4	24410	23088	22301	21856	21799	22503	25208	28828	30372	30768	30686	30526	30528	30334	29764	29199	29063	29697	31171	31720	32121	30969	28119	25475
20221124	24	11	2022	5	667	18.95	24045	22825	22062	21747	21467	22149	24740	28282	29819	30162	30465	30418	30598	30740	30294	29629	29495	29968	31190	31457	31699	30639	27844	25206
20221125	25	11	2022	6	649	18.38	23967	22628	21760	21382	21401	21892	24376	27897	29331	29529	29503	29289	29231	29235	29000	28362	28275	28622	30119	30440	30507	29557	27246	25023
20221126	26	11	2022	7	582	17.77	23920	22552	21518	20780	20500	20521	21229	22488	23698	25237	26143	26089	25758	25817	25545	24680	24287	24613	26459	27055	27462	27076	25407	23661
20221127	27	11	2022	1	553	17.69	22184	20807	19875	19338	18972	18946	19443	20228	20710	22307	23566	24032	24039	24478	24724	23778	23391	24016	26182	27415	27912	27066	25678	23438
20221128	28	11	2022	2	657	16.2	21914	20678	19836	19368	19491	20303	23455	27651	29819	30362	30488	30297	30165	30222	30162	29480	29555	30218	31889	32445	32983	31709	28808	25872
20221129	29	11	2022	3	680	16.14	24282	22868	21983	21560	21535	22219	24981	28882	30823	31123	30971	30718	30576	30609	30558	30055	30056	30674	32114	32630	33273	32174	29205	26300
20221130	30	11	2022	4	690	15.07	24714	23189	22326	21892	21938	22609	25391	29412	31381	31558	31533	31123	30977	31270	31005	30646	30586	31339	32592	33054	33443	32312	29250	26371
20221201	1	12	2022	5	695	14.4	25002	23509	22466	21966	21996	22744	25427	29341	31274	31808	31989	31544	31440	31465	31065	30725	30700	31617	33114	33738	33900	32283	29484	26529
20221202	2	12	2022	6	697	13.63	24932	23461	22507	22114	22035	22770	25659	29863	31897	32504	32636	32212	31954	31807	31295	30716	30713	31185	32614	32842	33065	32013	29301	26841
20221203	3	12	2022	7	627	13.17	25364	23831	22695	21977	21467	21494	22196	23578	25031	26989	28193	28261	28046	28313	28145	27250	26818	27422	28924	29390	29711	29252	27271	25189
20221204	4	12	2022	1	585	13.87	23589	21944	20751	20096	19806	19854	20340	21032	21612	23724	25404	25993	26236	26722	26652	25578	25056	25463	27364	28298	29125	28877	27102	24783
20221205	5	12	2022	2	674	14.89	23024	21456	20577	20276	20291	21161	23920	27492	29993	31187	31582	31541	31633	31941	31703	30911	30712	31183	31982	32144	32380	31486	28822	26182
20221206	6	12	2022	3	614	16.21	24493	22837	21789	21185	20992	21070	22049	23298	24104	25813	27189	27779	27859	28456	28232	27021	26313	26427	27562	28887	29534	29163	27268	24952
20221207	7	12	2022	4	662	15.35	23186	21740	20891	20491	20506	21215	23757	27423	29708	30519	30848	30646	30545	30705	30607	30016	29839	30379	31391	31372	31489	30616	28046	25724
20221208	8	12	2022	5	601	15.15	24400	22500	21375	20815	20550	20479	21088	22057	22859	24528	26196	27042	27452	28249	28104	26920	26000	26350	27661	28006	28642	28365	26793	24562
20221209	9	12	2022	6	638	15.89	22865	21306	20377	19875	19859	20483	22657	25596	27621	28798	29434	29618	29664	30085	29976	29044	28762	29094	29964	30343	30525	29617	27192	25083
20221210	10	12	2022	7	592	15.02	23823	22350	21152	20446	20145	20215	20888	22065	23215	25003	26298	26394	26480	26690	26599	25874	25628	26020	27642	28038	28425	28004	26293	24258
20221211	11	12	2022	1	579	14.01	22639	21191	20118	19580	19388	19603	20123	20693	21122	22885	24700	25924	26380	27240	27245	26032	25323	25555	27055	27916	28710	28442	26594	24053
20221212	12	12	2022	2	693	17.98	22242	20984	20231	19923	19949	20980	24165	28676	31012	31998	32625	32814	32934	33100	32893	32763	32611	33077	33704	33890	33968	32810	29429	26550
20221213	13	12	2022	3	700	18.79	24996	23341	22361	21966	21948	22590	25348	29221	31286	31881	32196	32478	32817	32970	32538	31809	31527	31816	32694	33100	33499	32195	29252	26527
20221214	14	12	2022	4	687	18.05	25061	23530	22585	22048	21848	22541	25118	28949	30954	31253	31324	31160	31133	31294	31143	30734	30595	31111	32227	32797	32977	31623	28825	25969
20221215	15	12	2022	5	671	15.63	24561	23011	21964	21659	21674	22318	24961	28709	30742	31131	31098	30866	30901	30758	30383	29985	22440	30635	31795	32141	32525	31638	28866	26067
20221216	16	12	2022	6	680	14.72	24690	23223	22238	21742	21699	22412	25113	29159	31342	31631	31555	31447	31298	31217	30665	29861	29821	30385	31681	31917	31918	30903	28344	26127
20221217	17	12	2022	7	599	15.3	24653	22979	21739	21134	20729	20613	21223	22602	23927	25763	26903	26818	26764	26939	26567	25617	25233	25867	27547	27977	28435	28143	26284	24303
20221218	18	12	2022	1	567	15.88	22836	21360	20241	19557	19305	19351	19883	20637	21218	22882	24382	24729	24572	25146	25302	24562	24253	24565	26478	27391	28684	28404	26716	24419
20221219	19	12	2022	2	678	16.3	22601	21067	20252	19945	20051	20907	24352	28731	31253	31667	31648	30767	31336	31283	30785	30281	30368	31341	32969	33392	33883	32689	29569	26434
20221220	20	12	2022	3	692	17.14	24807	23276	22197	21741	21640	22463	25272	29335	31741	32081	32011	31676	31447	31493	31180	30916	30779	31356	32632	32989	33403	32376	29196	26291
20221221	21	12	2022	4	677	18.15	24602	22986	21939	21409	21289	22063	24941	28996	31402	31604	31618	31022	30667	30442	30031	29661	29647	30484	31681	32119	32421	31600	28780	25839
20221222	22	12	2022	5	660	19.29	24296	22678	21555	21093	21147	21769	24224	28051	30339	30751	30712	30137	29803	29809	29288	28631	28671	29412	30945	31020	31418	30806	28173	25581
20221223	23	12	2022	6	626	19.71	24140	22448	21430	20871	20735	21298	23500	26365	28576	29105	29212	28617	28353	28143	27593	26852	26863	27458	28994	29084	29006	28175	25883	23708
20221224	24	12	2022	7	528	18.8	22275	20465	19255	18605	18226	18130	18631	19826	21130	22821	23671	23590	23425	23273	22984	22513	22617	23614	25921	26092	25299	23753	21349	20210
20221225	25	12	2022	1	463	19.43	19667	18747	17724	16774	16302	16050	16260	16639	16896	17831	19219	19856	20105	20222	19716	18587	18964	20145	21765	22346	23035	23281	22288	20645
20221226	26	12	2022	2	507	18.97	19119	17751	16830	16417	16333	16736	17864	19182	20118	21304	22353	22474	22383	22680	22690	21850	21751	22493	24289	25021	25659	25600	23943	21887
20221227	27	12	2022	3	576	17.79	20571	19190	18269	17786	17715	18339	20560	23301	25422	26597	26727	25947	25565	25620	25273	24770	25311	26348	27847	28300	28722	28355	25948	23512
20221228	28	12	2022	4	594	17.82	21906	20316	19461	19009	18942	19441	21420	24020	26164	27157	27187	26520	26178	26365	26075	25572	25719	26773	28631	29111	29319	28682	26294	23926
20221229	29	12	2022	5	604	17.21	22361	20641	19550	18991	18912	19387	21285	23937	25834	27203	27737	27419	27215	27507	27392	26556	26646	27446	28893	29213	29642	29026	26772	24217
20221230	30	12	2022	6	589	19.07	22657	20919	19795	19131	18934	19385	21189	23709	25593	26873	27271	26871	26609	26631	26336	25397	25262	25977	27868	28158	28229	27548	25541	23351
20221231	31	12	2022	7	528	19.05	21919	20140	18865	18123	17849	17888	18542	19702	20981	22533	23539	23353	22900	22867	22775	22280	22458	23423	26159	26854	26419	24995	22364	20876
20230101	1	1	2023	1	473	18.84	20083	19316	18169	17132	16608	16260	16307	16591	16586	16979	18237	19330	19828	20442	20612	19773	19565	20339	22647	23669	24487	24651	23470	21498
20230102	2	1	2023	2	585	16.53	19934	18520	17654	17233	17212	17830	20037	22496	24384	25801	26896	27158	27245	27659	27662	26931	26807	26901	28123	28672	29427	28970	26834	24369
20230103	3	1	2023	3	639	15.98	22866	21242	20216	19752	19644	20294	22865	25950	27995	29633	29713	29362	28984	28900	28427	27709	27814	28612	30330	31142	31652	31117	28566	25867
20230104	4	1	2023	4	649	16.18	23895	22174	21125	20606	20547	21110	23516	26551	28828	30099	30201	29565	29249	29230	28835	27925	28012	28731	30427	31001	31646	31188	28661	26115
20230105	5	1	2023	5	635	15.72	24402	22667	21501	20952	20826	21394	23577	26637	28875	30064	30117	29449	28852	28640	28012	27315	27263	27567	28674	28665	28836	28628	26877	24932
20230106	6	1	2023	6	542	14.75	23216	21591	20245	19496	19016	19026	19464	20459	20904	22102	23134	23340	23149	23240	22884	21871	21762	22811	25006	26115	26757	26991	25834	24010
20230107	7	1	2023	7	591	15.7	22618	21080	20007	19396	19143	19345	20313	21707	22989	24629	25977	26278	26316	26967	27161	26259	25942	26561	28286	29105	29601	29290	27156	24979
20230108	8	1	2023	1	581	17.6	23354	21610	20409	19589	19190	19275	19665	20380	21000	22719	24773	25899	26512	27441	27343	26004	25296	25578	27523	28564	29279	28821	26803	24212
20230109	9	1	2023	2	665	16.64	22358	20913	20008	19630	19634	20534	23805	28296	30904	31106	31055	30538	30298	30299	29907	29481	29432	30077	31692	32858	33463	32543	29432	26440
20230110	10	1	2023	3	692	16.9	24672	22973	22074	21734	21741	22433	25375	29777	32198	32562	32244	31608	31123	30829	30169	29684	29895	30505	32286	33587	34230	33248	30098	26933
20230111	11	1	2023	4	701	16.39	25058	23554	22517	22056	21953	22668	25543	29945	32177	32539	32572	32165	32135	32026	31651	31043	30711	31044	32430	33515	34088	33115	29880	26876
20230112	12	1	2023	5	703	15.6	25354	23831	22813	22260	22387	22986	25848	30199	32581	32550	32415	31754	31220	30956	30333	30048	30283	31333	33239	34051	34711	33650	30457	27338
20230113	13	1	2023	6	700	15.87	25691	24094	23029	22562	22522	23213	26022	30357	32580	32876	32913	32311	31608	31222	30421	29756	29638	30303	32181	33152	33415	32655	30147	27524
20230114	14	1	2023	7	628	16.9	26203	24623	23349	22618	22110	22045	22650	24044	25646	27589	28229	27918	27499	27395	27028	25967	25821	26467	28458	29652	30065	29752	27744	25564
20230115	15	1	2023	1	583	15.51	23742	21948	20745	20124	19817	19718	20119	20784	21587	23324	24971	25433	25428	25847	26079	24998	24606	25014	27319	29018	30084	29544	27816	25222
20230116	16	1	2023	2	719	15.09	23380	21988	21182	20873	20943	21901	25482	30337	33093	33765	34249	33887	33719	33844	33444	32992	32784	33078	34294	35301	35731	34387	30981	27678
20230117	17	1	2023	3	724	15.44	25811	24323	23335	22842	22773	23465	26279	30502	32603	33310	33244	32824	32804	32675	32074	31449	31730	32453	33971	35420	35983	34771	31329	27995
20230118	18	1	2023	4	742	11.26	26306	24691	23511	23170	23159	23917	26953	31575	34058	34505	34311	33575	33565	33613	33062	32308	32386	32788	34849	36297	36851	35480	32103	28816
20230119	19	1	2023	5	748	12.79	26967	25223	24050	23680	23661	24338	27188	31656	34230	34604	34247	33382	33050	33079	32876	32690	32956	33768	35220	36456	37003	35705	32457	29015
20230120	20	1	2023	6	720	14.96	26940	25259	24142	23651	23544	24181	26922	31315	33396	33646	33183	32581	32213	32015	31427	30988	30910	31422	32868	33856	34109	32954	30289	27785
20230121	21	1	2023	7	641	13.34	26443	24673	23302	22586	22164	22144	22673	24139	25763	27695	28766	28522	28028	28094	27887	27037	26675	27103	28775	30520	31137	30882	28842	26717
20230122	22	1	2023	1	608	11.2	24794	22953	21776	21020	20661	20638	21054	21982	22821	24485	25688	25900	25663	26081	26212	25475	25306	26054	28609	30799	31908	31776	29834	27007
20230123	23	1	2023	2	742	10.35	24843	23155	22196	21743	21766	22686	26384	31397	34379	34929	34590	33919	33485	33467	33107	32690	32798	33606	35591	37479	38225	36759	33011	29392
20230124	24	1	2023	3	780	9.42	27362	25429	24304	23722	23714	24495	27562	32516	35495	36176	36277	35982	35775	35831	35364	34742	34685	35283	37010	38599	38832	37483	33804	29612
20230125	25	1	2023	4	768	11.82	27518	25513	24494	24013	23932	24620	27732	32686	35423	36077	35860	34926	34347	34130	33717	33294	33390	33980	35733	37712	38543	37114	33579	29945
20230126	26	1	2023	5	774	11.41	27651	25720	24593	24117	24021	24656	27865	32804	35485	35934	35573	34985	34612	34568	34307	33789	34051	34790	36215	37892	38632	37302	33902	30239
20230127	27	1	2023	6	759	11.35	28012	25951	24678	24222	24145	24762	27978	32872	35431	35574	34984	34118	33445	33183	33008	32700	32834	33398	34869	36701	36994	35958	32997	30060
20230128	28	1	2023	7	675	10.76	27952	25747	24229	23391	22955	22877	23557	25254	26968	29247	30449	30032	29352	29392	29192	28541	28318	28659	30569	32551	33294	32947	30760	28396
20230129	29	1	2023	1	635	10.34	25991	23893	22469	21584	21265	21299	21776	22669	23411	25458	26976	27258	27212	27713	27778	27011	26606	27298	29488	32043	33308	33156	30948	27981
20230130	30	1	2023	2	739	12.1	25368	23594	22669	22294	22381	23281	26917	32101	34973	26733	35376	34391	33881	33568	33034	32409	32526	33464	35245	37010	38053	37017	33418	29730
20230131	31	1	2023	3	745	13.68	27523	25540	24425	23891	23902	24624	27810	32649	35425	26543	34113	32829	33072	33050	32427	31946	32101	32733	34567	36982	38204	37100	33633	29760
20230201	1	2	2023	4	755	14.1	27688	25747	24556	24043	23957	24705	27872	32820	35525	35682	34873	33513	32971	32551	32238	31763	31970	32716	34532	36875	37875	36711	33499	29867
20230202	2	2	2023	5	748	14.57	27712	25687	24480	23931	23964	24616	27833	32644	35283	35532	34651	33315	32670	32296	32008	31430	31458	32057	33806	36140	37191	36324	33176	29595
20230203	3	2	2023	6	730	16.11	27396	25372	24286	23755	23757	24453	27560	32524	34845	35069	34356	33131	32385	31773	31154	30497	30393	30926	32368	34431	35089	34253	31653	28941
20230204	4	2	2023	7	636	17.1	27051	25065	23662	22838	22374	22221	22991	24551	26056	27915	28621	28076	27390	27148	26588	25843	25451	25953	27947	30218	31286	31058	29064	26672
20230205	5	2	2023	1	589	16.3	24539	22728	21416	20720	20318	20307	20821	21793	22348	23941	24948	24955	24651	24878	24850	24055	23768	24390	26767	29718	31047	30874	28716	26070
20230206	6	2	2023	2	729	13.15	24150	22519	21798	21356	21487	22374	26023	31020	33570	34023	33852	33366	33346	33511	32905	32436	32507	33036	34474	36633	37298	35990	32437	28800
20230207	7	2	2023	3	767	11.8	26815	25069	24021	23596	23546	24165	27265	32139	34714	35654	35876	35646	35479	35701	35226	34564	34345	34408	35401	37214	37680	36314	32742	29122
20230208	8	2	2023	4	761	13.47	26967	25028	23929	23610	23531	24293	27446	32092	34502	35277	35223	34879	34711	34930	34697	34273	34084	34126	34909	36900	37636	36304	32777	29170
20230209	9	2	2023	5	750	12.81	27280	25516	24334	23854	23762	24495	27559	32348	34411	34953	34666	34041	33816	33612	32925	32476	32430	32784	33709	36187	37081	35880	32590	29167
20230210	10	2	2023	6	747	13.02	27313	25630	24534	24054	23997	24853	27977	32608	34959	35171	35018	34459	33733	33376	32693	31869	32039	32370	33433	35459	35953	34949	31933	29066
20230211	11	2	2023	7	655	14.11	27179	25213	23821	22931	22613	22603	23337	24824	26397	28643	29834	29806	29124	28922	28415	27565	27160	27298	28661	30933	31938	31640	29458	27169
20230212	12	2	2023	1	611	14.81	25210	23313	22000	21366	21006	20947	21511	22244	22877	24781	26220	26610	26339	26579	26612	25656	25238	25535	27284	30231	31732	31525	29491	26920
20230213	13	2	2023	2	721	15.88	24509	22796	22004	21680	21705	22791	26468	31514	34025	34488	34236	33617	33002	32543	31869	31414	31199	31673	32694	35342	36216	35199	31855	28431
20230214	14	2	2023	3	734	16.01	26314	24702	23734	23253	23245	23969	26950	31708	33691	34347	34264	33716	33335	32969	32317	32011	31822	32050	32848	35266	36272	35056	31832	28445
20230215	15	2	2023	4	723	16.33	26344	24591	23605	23072	23134	23865	26963	31485	33537	33944	33652	32859	32151	31916	31363	30924	30982	31381	32378	34741	35767	34723	31583	28173
20230216	16	2	2023	5	715	16.59	26417	24624	23625	23360	23407	24035	27143	31575	33440	33166	32838	32032	31511	31103	30710	30258	30416	30607	31568	34263	35190	34272	31400	28250
20230217	17	2	2023	6	703	17.93	26256	24566	23473	23167	23080	23786	26852	31217	33036	33470	32813	32023	31374	31031	30376	29509	29454	29910	30916	33088	33625	32584	29971	27458
20230218	18	2	2023	7	618	17.93	25923	24104	22868	22138	21778	21716	22463	23677	25011	26963	28116	27828	27444	27376	26936	25912	25438	25460	26454	28559	29456	29307	27420	25351
20230219	19	2	2023	1	567	18.6	23643	22053	20864	20180	19880	19934	20466	21081	21563	23231	24469	24532	24418	24425	24348	23328	23151	23368	24636	27514	28915	28847	27249	24876
20230220	20	2	2023	2	665	19.63	23088	21699	20898	20559	20629	21510	24801	29024	30667	31365	31180	30567	30050	29847	29374	28851	28702	28945	29739	32024	33131	32323	29387	26399
20230221	21	2	2023	3	680	18.46	24902	23382	22332	22171	22193	22641	25383	29374	31001	31606	31736	31127	30489	30163	29613	29130	28839	29166	29944	32546	33675	32465	29471	26578
20230222	22	2	2023	4	681	17.69	25052	23550	22552	22220	22203	22895	25808	29822	31305	31593	30973	30258	29708	29727	29291	29148	29085	29427	30290	32634	33732	32840	29823	26849
20230223	23	2	2023	5	699	13.96	25234	23654	22851	22443	22484	22998	25827	29713	31355	32005	32061	31794	31798	31977	31493	30659	30347	30512	31064	33498	34312	33302	30403	27518
20230224	24	2	2023	6	697	13.4	26009	24343	23251	22849	22934	23617	26471	30552	32459	32953	32598	31733	31245	30900	30141	29532	29547	29612	30393	32818	33435	32484	29821	27074
20230225	25	2	2023	7	630	13.47	26143	24444	23149	22413	22051	22086	22650	23751	24940	27077	28133	27978	27723	27881	27760	26900	26365	26404	27244	29364	30345	30367	28476	26315
20230226	26	2	2023	1	590	13.52	24254	22460	21210	20627	20292	20379	20912	21409	21999	23976	25465	26011	25850	26156	25873	24725	24102	24460	25718	28620	30251	30470	28654	26209
20230227	27	2	2023	2	719	9.77	24097	22550	21653	21238	21424	22299	25795	30145	32480	33714	33626	33211	32836	32866	32568	32445	32315	32542	32912	35480	36499	35345	32158	28830
20230228	28	2	2023	3	726	12.24	26967	25157	23958	23592	23512	24117	26924	30693	32588	33328	33370	32966	32550	32238	31527	30972	30718	31165	31876	34783	36252	35390	32334	28933
20230301	1	3	2023	4	745	11.71	27002	25294	24258	23864	23844	24604	27733	32203	34256	34403	34130	33284	32876	32896	32510	32130	32249	32592	33087	35788	37287	36177	33085	29495
20230302	2	3	2023	5	745	12.75	27307	25411	24324	23839	23678	24442	27730	32247	34455	34419	34067	33505	33143	32841	32458	31981	32006	32253	32861	35809	37362	36237	33097	29760
20230303	3	3	2023	6	727	14.19	27385	25707	24485	23907	23927	24579	27711	32161	34120	33827	33218	32611	32246	31982	31505	30856	30662	31163	31360	33829	35058	34185	31647	28789
20230304	4	3	2023	7	634	14.98	26871	24973	23492	22770	22362	22332	22984	24231	25496	27308	28758	28026	27329	27280	26972	26180	25900	26286	27014	29555	31032	30817	28935	26719
20230305	5	3	2023	1	604	15.48	24892	23021	21768	21026	20719	20803	21253	21698	22301	24105	25551	25962	25834	26517	26789	26020	25685	25896	26941	29489	31136	31008	28986	26146
20230306	6	3	2023	2	697	16.15	24002	22442	21506	21220	21130	22225	25712	29876	32178	32548	32262	31749	31481	31490	31306	31107	30763	31095	31390	33665	35149	34068	30948	27686
20230307	7	3	2023	3	694	19.03	25625	24051	23012	22599	22450	23199	26123	30148	31935	31920	31717	31097	30923	30607	30303	29698	29669	29891	30245	32752	34492	33525	30507	27359
20230308	8	3	2023	4	683	22.24	25701	24111	23194	22677	22665	23286	26084	29710	31205	31252	31003	30629	30325	30182	30014	29333	28969	29233	29690	31882	33278	32309	29584	26730
20230309	9	3	2023	5	676	21.18	25038	23572	22693	22311	22284	22848	25470	28894	30353	30690	30807	30829	30915	30844	30050	28913	28696	28901	29267	31475	32912	31961	29225	26564
20230310	10	3	2023	6	648	22.69	25187	23665	22805	22330	22244	22782	25517	28800	30052	29695	29080	28607	28357	28153	27719	27229	27082	27283	27550	29783	30834	30107	27697	25406
20230311	11	3	2023	7	569	24.12	24261	22754	21717	20990	20562	20469	21173	21909	23091	24577	25520	25402	25104	25019	24797	23575	23187	23214	23729	25842	27332	26895	24989	23138
20230312	12	3	2023	1	523	24.55	21771	20515	19630	18991	18886	18874	19326	19447	20105	21397	22190	22348	22248	22499	22242	21371	21071	21266	22357	24863	26769	26576	25049	23042
20230313	13	3	2023	2	622	24.85	21789	20668	19993	19681	19880	20654	23736	26942	28247	28158	27950	27294	27393	27491	27432	26934	26990	27380	27748	29916	31807	30749	28004	25217
20230314	14	3	2023	3	633	20.63	23783	22435	21692	21488	21419	21991	24591	27451	28838	28535	28025	27768	27853	27782	27576	26971	26840	27160	27340	29185	31333	30331	27702	25092
20230315	15	3	2023	4	636	21.74	23843	22604	21798	21577	21627	22262	24891	27811	28937	28556	27975	27752	27816	27852	27468	26942	26913	27296	27394	29488	31416	30335	27766	25213
20230316	16	3	2023	5	635	23.18	23830	22429	21634	21323	21366	22018	24712	27663	28879	28352	28166	27735	27790	27768	27655	27181	27047	27354	27632	29610	31287	30470	27723	25387
20230317	17	3	2023	6	633	20.43	24185	22946	22163	21715	21706	22320	24830	27495	28806	28821	28618	28203	27957	27828	27358	26741	26477	26829	27061	28750	30306	29393	27164	24945
20230318	18	3	2023	7	569	19.83	24024	22595	21696	21130	20774	20731	21319	21895	23049	24544	25218	25066	24944	25143	24476	23540	23044	23238	23813	25742	27465	27108	25400	23466
20230319	19	3	2023	1	519	19.42	21850	20532	19554	18959	18793	18843	19284	19299	19986	21349	22075	22344	22151	22157	21933	21063	20766	20953	22031	24035	26350	26172	24819	23205
20230320	20	3	2023	2	604	21.45	21793	20514	19768	19469	19640	20362	23387	26053	27336	27119	26847	26693	26520	26541	26439	25904	25691	26097	26419	28604	30638	29795	27343	24596
20230321	21	3	2023	3	629	21.47	23423	22119	21318	21130	21152	21836	24711	27691	29062	28541	27920	27449	27284	27281	27100	26616	26591	26871	26954	29075	31426	30511	27659	25006
20230322	22	3	2023	4	623	22.45	23575	22359	21475	21188	21245	21866	24648	27356	28483	27984	27467	27023	26929	26911	26659	26232	26393	26784	26969	28889	31089	30085	27221	24477
20230323	23	3	2023	5	623	23.95	23229	22090	21362	21129	21273	22044	24488	27000	27996	27636	27053	26828	27020	27184	26755	26212	26477	26862	27384	29468	31151	30206	27473	24978
